Architecture: alexnet
Load dataset: 13.17 s
Compute features
0 / 5005	Time: 921.638 (921.638)
98 / 5005	Time: 0.038 (6.219)
99 / 5005	Time: 2.221 (6.179)
100 / 5005	Time: 0.039 (6.118)
101 / 5005	Time: 2.520 (6.083)
102 / 5005	Time: 0.038 (6.024)
103 / 5005	Time: 2.167 (5.987)
104 / 5005	Time: 0.038 (5.930)
105 / 5005	Time: 2.473 (5.898)
106 / 5005	Time: 0.036 (5.843)
107 / 5005	Time: 2.521 (5.812)
108 / 5005	Time: 0.039 (5.759)
109 / 5005	Time: 2.273 (5.727)
110 / 5005	Time: 0.038 (5.676)
111 / 5005	Time: 2.319 (5.646)
112 / 5005	Time: 0.037 (5.597)
113 / 5005	Time: 2.469 (5.569)
114 / 5005	Time: 0.038 (5.521)
115 / 5005	Time: 2.470 (5.495)
116 / 5005	Time: 0.038 (5.448)
117 / 5005	Time: 2.519 (5.423)
118 / 5005	Time: 0.038 (5.378)
119 / 5005	Time: 2.469 (5.354)
120 / 5005	Time: 0.036 (5.310)
121 / 5005	Time: 2.520 (5.287)
122 / 5005	Time: 0.038 (5.244)
123 / 5005	Time: 2.523 (5.222)
124 / 5005	Time: 0.038 (5.181)
125 / 5005	Time: 2.619 (5.161)
126 / 5005	Time: 0.038 (5.120)
127 / 5005	Time: 2.920 (5.103)
128 / 5005	Time: 0.036 (5.064)
129 / 5005	Time: 2.569 (5.045)
130 / 5005	Time: 0.038 (5.006)
131 / 5005	Time: 2.570 (4.988)
132 / 5005	Time: 0.038 (4.951)
133 / 5005	Time: 2.269 (4.931)
134 / 5005	Time: 0.038 (4.894)
135 / 5005	Time: 2.520 (4.877)
136 / 5005	Time: 0.039 (4.842)
137 / 5005	Time: 2.570 (4.825)
138 / 5005	Time: 0.039 (4.791)
139 / 5005	Time: 2.469 (4.774)
140 / 5005	Time: 0.038 (4.741)
141 / 5005	Time: 2.469 (4.725)
142 / 5005	Time: 0.038 (4.692)
143 / 5005	Time: 2.117 (4.674)
144 / 5005	Time: 0.037 (4.642)
145 / 5005	Time: 2.520 (4.627)
146 / 5005	Time: 0.036 (4.596)
147 / 5005	Time: 2.319 (4.581)
148 / 5005	Time: 0.038 (4.550)
149 / 5005	Time: 2.569 (4.537)
150 / 5005	Time: 0.038 (4.507)
151 / 5005	Time: 2.219 (4.492)
152 / 5005	Time: 0.037 (4.463)
153 / 5005	Time: 2.870 (4.453)
154 / 5005	Time: 0.038 (4.424)
155 / 5005	Time: 2.419 (4.411)
156 / 5005	Time: 0.038 (4.384)
157 / 5005	Time: 2.671 (4.373)
158 / 5005	Time: 0.040 (4.345)
159 / 5005	Time: 2.469 (4.334)
160 / 5005	Time: 0.039 (4.307)
161 / 5005	Time: 2.921 (4.299)
162 / 5005	Time: 0.038 (4.272)
163 / 5005	Time: 2.320 (4.260)
164 / 5005	Time: 0.038 (4.235)
165 / 5005	Time: 2.871 (4.227)
166 / 5005	Time: 0.040 (4.202)
167 / 5005	Time: 2.619 (4.192)
168 / 5005	Time: 0.036 (4.168)
169 / 5005	Time: 2.871 (4.160)
170 / 5005	Time: 0.036 (4.136)
171 / 5005	Time: 2.374 (4.126)
172 / 5005	Time: 0.040 (4.102)
173 / 5005	Time: 2.783 (4.094)
174 / 5005	Time: 0.039 (4.071)
175 / 5005	Time: 2.506 (4.062)
176 / 5005	Time: 0.036 (4.040)
177 / 5005	Time: 2.276 (4.030)
178 / 5005	Time: 0.038 (4.007)
179 / 5005	Time: 2.670 (4.000)
180 / 5005	Time: 0.049 (3.978)
181 / 5005	Time: 2.570 (3.970)
182 / 5005	Time: 0.038 (3.949)
183 / 5005	Time: 2.419 (3.941)
184 / 5005	Time: 0.039 (3.919)
185 / 5005	Time: 2.822 (3.914)
186 / 5005	Time: 0.042 (3.893)
187 / 5005	Time: 2.918 (3.888)
188 / 5005	Time: 0.037 (3.867)
189 / 5005	Time: 2.620 (3.861)
190 / 5005	Time: 0.036 (3.841)
191 / 5005	Time: 2.720 (3.835)
192 / 5005	Time: 0.036 (3.815)
193 / 5005	Time: 2.570 (3.809)
194 / 5005	Time: 0.038 (3.789)
195 / 5005	Time: 2.162 (3.781)
196 / 5005	Time: 0.038 (3.762)
197 / 5005	Time: 2.622 (3.756)
198 / 5005	Time: 0.038 (3.738)
199 / 5005	Time: 2.659 (3.732)
200 / 5005	Time: 0.038 (3.714)
201 / 5005	Time: 2.823 (3.710)
202 / 5005	Time: 0.039 (3.691)
203 / 5005	Time: 2.720 (3.687)
204 / 5005	Time: 0.036 (3.669)
205 / 5005	Time: 2.357 (3.663)
206 / 5005	Time: 0.157 (3.646)
207 / 5005	Time: 2.505 (3.640)
208 / 5005	Time: 0.102 (3.623)
209 / 5005	Time: 2.820 (3.619)
210 / 5005	Time: 0.037 (3.602)
211 / 5005	Time: 2.707 (3.598)
212 / 5005	Time: 0.038 (3.581)
213 / 5005	Time: 2.606 (3.577)
214 / 5005	Time: 0.252 (3.561)
215 / 5005	Time: 2.705 (3.557)
216 / 5005	Time: 0.353 (3.543)
217 / 5005	Time: 2.419 (3.538)
218 / 5005	Time: 0.038 (3.522)
219 / 5005	Time: 2.369 (3.516)
220 / 5005	Time: 0.038 (3.501)
221 / 5005	Time: 2.157 (3.494)
222 / 5005	Time: 0.059 (3.479)
223 / 5005	Time: 2.458 (3.475)
224 / 5005	Time: 0.302 (3.460)
225 / 5005	Time: 2.306 (3.455)
226 / 5005	Time: 0.703 (3.443)
227 / 5005	Time: 2.556 (3.439)
228 / 5005	Time: 0.252 (3.425)
229 / 5005	Time: 3.070 (3.424)
230 / 5005	Time: 0.036 (3.409)
231 / 5005	Time: 2.719 (3.406)
232 / 5005	Time: 0.037 (3.392)
233 / 5005	Time: 2.254 (3.387)
234 / 5005	Time: 0.036 (3.373)
235 / 5005	Time: 2.557 (3.369)
236 / 5005	Time: 0.059 (3.355)
237 / 5005	Time: 2.488 (3.352)
238 / 5005	Time: 0.039 (3.338)
239 / 5005	Time: 2.570 (3.334)
240 / 5005	Time: 0.038 (3.321)
241 / 5005	Time: 2.669 (3.318)
242 / 5005	Time: 0.039 (3.305)
243 / 5005	Time: 2.672 (3.302)
244 / 5005	Time: 0.039 (3.289)
245 / 5005	Time: 2.677 (3.286)
246 / 5005	Time: 0.038 (3.273)
247 / 5005	Time: 3.121 (3.272)
248 / 5005	Time: 0.037 (3.259)
249 / 5005	Time: 2.475 (3.256)
250 / 5005	Time: 0.038 (3.244)
251 / 5005	Time: 2.820 (3.242)
252 / 5005	Time: 0.038 (3.229)
253 / 5005	Time: 2.619 (3.227)
254 / 5005	Time: 0.036 (3.214)
255 / 5005	Time: 2.624 (3.212)
256 / 5005	Time: 0.040 (3.200)
257 / 5005	Time: 2.773 (3.198)
258 / 5005	Time: 0.037 (3.186)
259 / 5005	Time: 2.570 (3.183)
260 / 5005	Time: 0.039 (3.171)
261 / 5005	Time: 2.368 (3.168)
262 / 5005	Time: 0.038 (3.156)
263 / 5005	Time: 2.570 (3.154)
264 / 5005	Time: 0.039 (3.142)
265 / 5005	Time: 2.970 (3.142)
266 / 5005	Time: 0.038 (3.130)
267 / 5005	Time: 2.670 (3.128)
268 / 5005	Time: 0.038 (3.117)
269 / 5005	Time: 3.326 (3.118)
270 / 5005	Time: 0.036 (3.106)
271 / 5005	Time: 2.982 (3.106)
272 / 5005	Time: 0.038 (3.095)
273 / 5005	Time: 2.669 (3.093)
274 / 5005	Time: 0.037 (3.082)
275 / 5005	Time: 2.672 (3.080)
276 / 5005	Time: 0.038 (3.069)
277 / 5005	Time: 3.326 (3.070)
278 / 5005	Time: 0.036 (3.060)
279 / 5005	Time: 2.269 (3.057)
280 / 5005	Time: 0.039 (3.046)
281 / 5005	Time: 2.269 (3.043)
282 / 5005	Time: 0.036 (3.033)
283 / 5005	Time: 2.417 (3.030)
284 / 5005	Time: 0.037 (3.020)
285 / 5005	Time: 2.775 (3.019)
286 / 5005	Time: 0.039 (3.009)
287 / 5005	Time: 2.868 (3.008)
288 / 5005	Time: 0.036 (2.998)
289 / 5005	Time: 2.670 (2.997)
290 / 5005	Time: 0.038 (2.987)
291 / 5005	Time: 2.620 (2.985)
292 / 5005	Time: 0.038 (2.975)
293 / 5005	Time: 2.670 (2.974)
294 / 5005	Time: 0.038 (2.964)
295 / 5005	Time: 2.668 (2.963)
296 / 5005	Time: 0.036 (2.953)
297 / 5005	Time: 2.724 (2.953)
298 / 5005	Time: 0.045 (2.943)
299 / 5005	Time: 2.570 (2.942)
300 / 5005	Time: 0.037 (2.932)
301 / 5005	Time: 2.270 (2.930)
302 / 5005	Time: 0.038 (2.920)
303 / 5005	Time: 2.105 (2.918)
304 / 5005	Time: 0.353 (2.909)
305 / 5005	Time: 2.821 (2.909)
306 / 5005	Time: 0.038 (2.900)
307 / 5005	Time: 2.770 (2.899)
308 / 5005	Time: 0.039 (2.890)
309 / 5005	Time: 2.770 (2.890)
310 / 5005	Time: 0.038 (2.880)
311 / 5005	Time: 2.722 (2.880)
312 / 5005	Time: 0.038 (2.871)
313 / 5005	Time: 2.620 (2.870)
314 / 5005	Time: 0.038 (2.861)
315 / 5005	Time: 2.370 (2.859)
316 / 5005	Time: 0.038 (2.851)
317 / 5005	Time: 2.419 (2.849)
318 / 5005	Time: 0.038 (2.840)
319 / 5005	Time: 2.320 (2.839)
320 / 5005	Time: 0.036 (2.830)
321 / 5005	Time: 2.319 (2.828)
322 / 5005	Time: 0.038 (2.820)
323 / 5005	Time: 3.222 (2.821)
324 / 5005	Time: 0.038 (2.812)
325 / 5005	Time: 2.820 (2.812)
326 / 5005	Time: 0.036 (2.804)
327 / 5005	Time: 2.875 (2.804)
328 / 5005	Time: 0.037 (2.796)
329 / 5005	Time: 2.618 (2.795)
330 / 5005	Time: 0.037 (2.787)
331 / 5005	Time: 2.522 (2.786)
332 / 5005	Time: 0.036 (2.778)
333 / 5005	Time: 2.523 (2.777)
334 / 5005	Time: 0.037 (2.769)
335 / 5005	Time: 2.418 (2.768)
336 / 5005	Time: 0.037 (2.760)
337 / 5005	Time: 2.417 (2.759)
338 / 5005	Time: 0.037 (2.751)
339 / 5005	Time: 2.720 (2.751)
340 / 5005	Time: 0.037 (2.743)
341 / 5005	Time: 2.569 (2.742)
342 / 5005	Time: 0.038 (2.734)
343 / 5005	Time: 2.971 (2.735)
344 / 5005	Time: 0.039 (2.727)
345 / 5005	Time: 2.074 (2.725)
346 / 5005	Time: 0.039 (2.718)
347 / 5005	Time: 2.476 (2.717)
348 / 5005	Time: 0.036 (2.709)
349 / 5005	Time: 2.569 (2.709)
350 / 5005	Time: 0.039 (2.701)
351 / 5005	Time: 2.668 (2.701)
352 / 5005	Time: 0.037 (2.693)
353 / 5005	Time: 2.669 (2.693)
354 / 5005	Time: 0.037 (2.686)
355 / 5005	Time: 2.723 (2.686)
356 / 5005	Time: 0.036 (2.679)
357 / 5005	Time: 2.570 (2.678)
358 / 5005	Time: 0.036 (2.671)
359 / 5005	Time: 2.521 (2.671)
360 / 5005	Time: 0.038 (2.663)
361 / 5005	Time: 2.418 (2.663)
362 / 5005	Time: 0.038 (2.655)
363 / 5005	Time: 2.518 (2.655)
364 / 5005	Time: 0.037 (2.648)
365 / 5005	Time: 2.620 (2.648)
366 / 5005	Time: 0.038 (2.641)
367 / 5005	Time: 2.518 (2.640)
368 / 5005	Time: 0.038 (2.633)
369 / 5005	Time: 2.417 (2.633)
370 / 5005	Time: 0.038 (2.626)
371 / 5005	Time: 2.219 (2.625)
372 / 5005	Time: 0.036 (2.618)
373 / 5005	Time: 2.219 (2.617)
374 / 5005	Time: 0.039 (2.610)
375 / 5005	Time: 2.718 (2.610)
376 / 5005	Time: 0.037 (2.603)
377 / 5005	Time: 2.305 (2.602)
378 / 5005	Time: 0.352 (2.596)
379 / 5005	Time: 2.006 (2.595)
380 / 5005	Time: 0.454 (2.589)
381 / 5005	Time: 1.805 (2.587)
382 / 5005	Time: 0.505 (2.582)
383 / 5005	Time: 2.004 (2.580)
384 / 5005	Time: 0.601 (2.575)
385 / 5005	Time: 2.106 (2.574)
386 / 5005	Time: 0.502 (2.569)
387 / 5005	Time: 2.306 (2.568)
388 / 5005	Time: 0.351 (2.562)
389 / 5005	Time: 2.155 (2.561)
390 / 5005	Time: 0.251 (2.555)
391 / 5005	Time: 2.155 (2.554)
392 / 5005	Time: 0.352 (2.549)
393 / 5005	Time: 2.318 (2.548)
394 / 5005	Time: 0.038 (2.542)
395 / 5005	Time: 2.105 (2.541)
396 / 5005	Time: 0.056 (2.534)
397 / 5005	Time: 2.110 (2.533)
398 / 5005	Time: 0.038 (2.527)
399 / 5005	Time: 2.305 (2.526)
400 / 5005	Time: 0.651 (2.522)
401 / 5005	Time: 2.263 (2.521)
402 / 5005	Time: 0.353 (2.516)
403 / 5005	Time: 2.306 (2.515)
404 / 5005	Time: 0.152 (2.509)
405 / 5005	Time: 2.170 (2.509)
406 / 5005	Time: 0.038 (2.502)
407 / 5005	Time: 1.969 (2.501)
408 / 5005	Time: 0.038 (2.495)
409 / 5005	Time: 2.158 (2.494)
410 / 5005	Time: 0.252 (2.489)
411 / 5005	Time: 2.414 (2.489)
412 / 5005	Time: 0.038 (2.483)
413 / 5005	Time: 2.306 (2.482)
414 / 5005	Time: 0.302 (2.477)
415 / 5005	Time: 2.355 (2.477)
416 / 5005	Time: 0.452 (2.472)
417 / 5005	Time: 2.506 (2.472)
418 / 5005	Time: 0.152 (2.466)
419 / 5005	Time: 2.510 (2.467)
420 / 5005	Time: 0.853 (2.463)
421 / 5005	Time: 2.005 (2.462)
422 / 5005	Time: 0.352 (2.457)
423 / 5005	Time: 2.006 (2.456)
424 / 5005	Time: 0.302 (2.451)
425 / 5005	Time: 2.355 (2.450)
426 / 5005	Time: 0.300 (2.445)
427 / 5005	Time: 2.406 (2.445)
428 / 5005	Time: 0.151 (2.440)
429 / 5005	Time: 2.454 (2.440)
430 / 5005	Time: 0.252 (2.435)
431 / 5005	Time: 2.456 (2.435)
432 / 5005	Time: 0.252 (2.430)
433 / 5005	Time: 2.360 (2.430)
434 / 5005	Time: 0.402 (2.425)
435 / 5005	Time: 2.256 (2.425)
436 / 5005	Time: 0.250 (2.420)
437 / 5005	Time: 2.204 (2.419)
438 / 5005	Time: 0.651 (2.415)
439 / 5005	Time: 1.906 (2.414)
440 / 5005	Time: 0.653 (2.410)
441 / 5005	Time: 2.055 (2.409)
442 / 5005	Time: 0.452 (2.405)
443 / 5005	Time: 2.104 (2.404)
444 / 5005	Time: 0.502 (2.400)
445 / 5005	Time: 2.055 (2.399)
446 / 5005	Time: 0.452 (2.395)
447 / 5005	Time: 2.306 (2.394)
448 / 5005	Time: 0.603 (2.390)
449 / 5005	Time: 2.005 (2.390)
450 / 5005	Time: 0.501 (2.385)
451 / 5005	Time: 1.857 (2.384)
452 / 5005	Time: 0.651 (2.380)
453 / 5005	Time: 1.905 (2.379)
454 / 5005	Time: 0.554 (2.375)
455 / 5005	Time: 1.704 (2.374)
456 / 5005	Time: 0.500 (2.370)
457 / 5005	Time: 1.405 (2.368)
458 / 5005	Time: 0.401 (2.363)
459 / 5005	Time: 1.306 (2.361)
460 / 5005	Time: 0.555 (2.357)
461 / 5005	Time: 1.357 (2.355)
462 / 5005	Time: 0.551 (2.351)
463 / 5005	Time: 1.905 (2.350)
464 / 5005	Time: 0.752 (2.347)
465 / 5005	Time: 1.906 (2.346)
466 / 5005	Time: 0.302 (2.341)
467 / 5005	Time: 2.156 (2.341)
468 / 5005	Time: 0.202 (2.336)
469 / 5005	Time: 2.356 (2.336)
470 / 5005	Time: 0.404 (2.332)
471 / 5005	Time: 2.105 (2.332)
472 / 5005	Time: 0.503 (2.328)
473 / 5005	Time: 1.703 (2.327)
474 / 5005	Time: 0.956 (2.324)
475 / 5005	Time: 1.504 (2.322)
476 / 5005	Time: 1.205 (2.320)
477 / 5005	Time: 1.211 (2.317)
478 / 5005	Time: 1.455 (2.316)
479 / 5005	Time: 1.153 (2.313)
480 / 5005	Time: 1.204 (2.311)
481 / 5005	Time: 1.305 (2.309)
482 / 5005	Time: 1.002 (2.306)
483 / 5005	Time: 1.654 (2.305)
484 / 5005	Time: 0.603 (2.301)
485 / 5005	Time: 1.755 (2.300)
486 / 5005	Time: 0.953 (2.297)
487 / 5005	Time: 1.554 (2.296)
488 / 5005	Time: 1.056 (2.293)
489 / 5005	Time: 1.558 (2.292)
490 / 5005	Time: 0.853 (2.289)
491 / 5005	Time: 1.705 (2.288)
492 / 5005	Time: 0.803 (2.285)
493 / 5005	Time: 1.604 (2.283)
494 / 5005	Time: 0.703 (2.280)
495 / 5005	Time: 1.905 (2.279)
496 / 5005	Time: 0.503 (2.276)
497 / 5005	Time: 1.659 (2.275)
498 / 5005	Time: 0.352 (2.271)
499 / 5005	Time: 1.856 (2.270)
500 / 5005	Time: 0.853 (2.267)
501 / 5005	Time: 1.502 (2.265)
502 / 5005	Time: 1.307 (2.264)
503 / 5005	Time: 2.056 (2.263)
504 / 5005	Time: 0.810 (2.260)
505 / 5005	Time: 2.055 (2.260)
506 / 5005	Time: 0.457 (2.256)
507 / 5005	Time: 2.354 (2.257)
508 / 5005	Time: 0.452 (2.253)
509 / 5005	Time: 2.305 (2.253)
510 / 5005	Time: 0.402 (2.249)
511 / 5005	Time: 1.805 (2.249)
512 / 5005	Time: 0.302 (2.245)
513 / 5005	Time: 2.055 (2.244)
514 / 5005	Time: 0.254 (2.241)
515 / 5005	Time: 2.106 (2.240)
516 / 5005	Time: 0.553 (2.237)
517 / 5005	Time: 1.855 (2.236)
518 / 5005	Time: 0.557 (2.233)
519 / 5005	Time: 2.005 (2.233)
520 / 5005	Time: 0.553 (2.229)
521 / 5005	Time: 1.505 (2.228)
522 / 5005	Time: 0.504 (2.225)
523 / 5005	Time: 1.903 (2.224)
524 / 5005	Time: 0.102 (2.220)
525 / 5005	Time: 2.155 (2.220)
526 / 5005	Time: 0.454 (2.217)
527 / 5005	Time: 2.205 (2.217)
528 / 5005	Time: 0.504 (2.213)
529 / 5005	Time: 2.874 (2.215)
530 / 5005	Time: 0.038 (2.210)
531 / 5005	Time: 2.821 (2.212)
532 / 5005	Time: 0.039 (2.208)
533 / 5005	Time: 3.020 (2.209)
534 / 5005	Time: 0.039 (2.205)
535 / 5005	Time: 2.670 (2.206)
536 / 5005	Time: 0.038 (2.202)
537 / 5005	Time: 2.318 (2.202)
538 / 5005	Time: 0.038 (2.198)
539 / 5005	Time: 2.419 (2.198)
540 / 5005	Time: 0.039 (2.194)
541 / 5005	Time: 2.525 (2.195)
542 / 5005	Time: 0.039 (2.191)
543 / 5005	Time: 2.820 (2.192)
544 / 5005	Time: 0.039 (2.188)
545 / 5005	Time: 2.715 (2.189)
546 / 5005	Time: 0.038 (2.185)
547 / 5005	Time: 3.790 (2.188)
548 / 5005	Time: 0.038 (2.184)
549 / 5005	Time: 3.271 (2.186)
550 / 5005	Time: 0.038 (2.182)
551 / 5005	Time: 3.922 (2.186)
552 / 5005	Time: 0.039 (2.182)
553 / 5005	Time: 2.870 (2.183)
554 / 5005	Time: 0.038 (2.179)
555 / 5005	Time: 3.224 (2.181)
556 / 5005	Time: 0.038 (2.177)
557 / 5005	Time: 2.571 (2.178)
558 / 5005	Time: 0.036 (2.174)
559 / 5005	Time: 2.268 (2.174)
560 / 5005	Time: 0.037 (2.170)
561 / 5005	Time: 1.869 (2.170)
562 / 5005	Time: 0.039 (2.166)
563 / 5005	Time: 2.068 (2.166)
564 / 5005	Time: 0.038 (2.162)
565 / 5005	Time: 1.767 (2.161)
566 / 5005	Time: 0.037 (2.158)
567 / 5005	Time: 2.369 (2.158)
568 / 5005	Time: 0.039 (2.154)
569 / 5005	Time: 2.468 (2.155)
570 / 5005	Time: 0.037 (2.151)
571 / 5005	Time: 2.469 (2.152)
572 / 5005	Time: 0.039 (2.148)
573 / 5005	Time: 2.888 (2.149)
574 / 5005	Time: 0.037 (2.146)
575 / 5005	Time: 2.768 (2.147)
576 / 5005	Time: 0.037 (2.143)
577 / 5005	Time: 2.507 (2.144)
578 / 5005	Time: 0.257 (2.140)
579 / 5005	Time: 3.271 (2.142)
580 / 5005	Time: 0.037 (2.139)
581 / 5005	Time: 2.770 (2.140)
582 / 5005	Time: 0.039 (2.136)
583 / 5005	Time: 2.670 (2.137)
584 / 5005	Time: 0.038 (2.134)
585 / 5005	Time: 3.521 (2.136)
586 / 5005	Time: 0.038 (2.132)
587 / 5005	Time: 3.071 (2.134)
588 / 5005	Time: 0.039 (2.130)
589 / 5005	Time: 2.570 (2.131)
590 / 5005	Time: 0.038 (2.128)
591 / 5005	Time: 2.276 (2.128)
592 / 5005	Time: 0.039 (2.124)
593 / 5005	Time: 2.683 (2.125)
594 / 5005	Time: 0.037 (2.122)
595 / 5005	Time: 1.804 (2.121)
596 / 5005	Time: 0.036 (2.118)
597 / 5005	Time: 2.317 (2.118)
598 / 5005	Time: 0.036 (2.115)
599 / 5005	Time: 2.568 (2.115)
600 / 5005	Time: 0.036 (2.112)
601 / 5005	Time: 2.669 (2.113)
602 / 5005	Time: 0.036 (2.109)
603 / 5005	Time: 2.671 (2.110)
604 / 5005	Time: 0.038 (2.107)
605 / 5005	Time: 2.570 (2.108)
606 / 5005	Time: 0.037 (2.104)
607 / 5005	Time: 2.821 (2.105)
608 / 5005	Time: 0.039 (2.102)
609 / 5005	Time: 2.570 (2.103)
610 / 5005	Time: 0.037 (2.099)
611 / 5005	Time: 2.370 (2.100)
612 / 5005	Time: 0.038 (2.096)
613 / 5005	Time: 3.322 (2.098)
614 / 5005	Time: 0.038 (2.095)
615 / 5005	Time: 2.522 (2.096)
616 / 5005	Time: 0.039 (2.092)
617 / 5005	Time: 2.522 (2.093)
618 / 5005	Time: 0.039 (2.090)
619 / 5005	Time: 2.169 (2.090)
620 / 5005	Time: 0.038 (2.087)
621 / 5005	Time: 2.419 (2.087)
622 / 5005	Time: 0.037 (2.084)
623 / 5005	Time: 3.424 (2.086)
624 / 5005	Time: 0.038 (2.083)
625 / 5005	Time: 3.019 (2.084)
626 / 5005	Time: 0.039 (2.081)
627 / 5005	Time: 2.669 (2.082)
628 / 5005	Time: 0.039 (2.079)
629 / 5005	Time: 2.419 (2.079)
630 / 5005	Time: 0.038 (2.076)
631 / 5005	Time: 2.405 (2.077)
632 / 5005	Time: 0.101 (2.073)
633 / 5005	Time: 2.615 (2.074)
634 / 5005	Time: 0.038 (2.071)
635 / 5005	Time: 2.770 (2.072)
636 / 5005	Time: 0.038 (2.069)
637 / 5005	Time: 2.324 (2.069)
638 / 5005	Time: 0.036 (2.066)
639 / 5005	Time: 2.219 (2.066)
640 / 5005	Time: 0.039 (2.063)
641 / 5005	Time: 2.269 (2.064)
642 / 5005	Time: 0.038 (2.060)
643 / 5005	Time: 2.287 (2.061)
644 / 5005	Time: 0.038 (2.058)
645 / 5005	Time: 2.720 (2.059)
646 / 5005	Time: 0.037 (2.056)
647 / 5005	Time: 2.475 (2.056)
648 / 5005	Time: 0.038 (2.053)
649 / 5005	Time: 2.119 (2.053)
650 / 5005	Time: 0.039 (2.050)
651 / 5005	Time: 2.272 (2.050)
652 / 5005	Time: 0.038 (2.047)
653 / 5005	Time: 2.570 (2.048)
654 / 5005	Time: 0.038 (2.045)
655 / 5005	Time: 2.770 (2.046)
656 / 5005	Time: 0.037 (2.043)
657 / 5005	Time: 2.419 (2.044)
658 / 5005	Time: 0.038 (2.041)
659 / 5005	Time: 2.676 (2.042)
660 / 5005	Time: 0.036 (2.039)
661 / 5005	Time: 2.369 (2.039)
662 / 5005	Time: 0.038 (2.036)
663 / 5005	Time: 2.521 (2.037)
664 / 5005	Time: 0.037 (2.034)
665 / 5005	Time: 2.554 (2.035)
666 / 5005	Time: 0.353 (2.032)
667 / 5005	Time: 2.507 (2.033)
668 / 5005	Time: 0.157 (2.030)
669 / 5005	Time: 2.256 (2.030)
670 / 5005	Time: 0.201 (2.028)
671 / 5005	Time: 2.774 (2.029)
672 / 5005	Time: 0.036 (2.026)
673 / 5005	Time: 2.620 (2.027)
674 / 5005	Time: 0.038 (2.024)
675 / 5005	Time: 2.577 (2.024)
676 / 5005	Time: 0.040 (2.022)
677 / 5005	Time: 2.463 (2.022)
678 / 5005	Time: 0.037 (2.019)
679 / 5005	Time: 2.506 (2.020)
680 / 5005	Time: 0.202 (2.017)
681 / 5005	Time: 2.412 (2.018)
682 / 5005	Time: 0.203 (2.015)
683 / 5005	Time: 2.206 (2.016)
684 / 5005	Time: 0.450 (2.013)
685 / 5005	Time: 2.304 (2.014)
686 / 5005	Time: 0.653 (2.012)
687 / 5005	Time: 2.005 (2.012)
688 / 5005	Time: 0.603 (2.010)
689 / 5005	Time: 1.955 (2.010)
690 / 5005	Time: 0.903 (2.008)
691 / 5005	Time: 1.803 (2.008)
692 / 5005	Time: 0.752 (2.006)
693 / 5005	Time: 1.803 (2.006)
694 / 5005	Time: 0.553 (2.003)
695 / 5005	Time: 1.805 (2.003)
696 / 5005	Time: 0.705 (2.001)
697 / 5005	Time: 1.911 (2.001)
698 / 5005	Time: 0.703 (1.999)
699 / 5005	Time: 2.006 (1.999)
700 / 5005	Time: 0.903 (1.998)
701 / 5005	Time: 2.104 (1.998)
702 / 5005	Time: 0.703 (1.996)
703 / 5005	Time: 1.653 (1.996)
704 / 5005	Time: 0.803 (1.994)
705 / 5005	Time: 1.755 (1.994)
706 / 5005	Time: 0.653 (1.992)
707 / 5005	Time: 1.805 (1.991)
708 / 5005	Time: 0.752 (1.990)
709 / 5005	Time: 1.755 (1.989)
710 / 5005	Time: 0.856 (1.988)
711 / 5005	Time: 1.862 (1.988)
712 / 5005	Time: 0.802 (1.986)
713 / 5005	Time: 1.805 (1.986)
714 / 5005	Time: 0.703 (1.984)
715 / 5005	Time: 1.805 (1.984)
716 / 5005	Time: 0.854 (1.982)
717 / 5005	Time: 1.860 (1.982)
718 / 5005	Time: 0.506 (1.980)
719 / 5005	Time: 1.805 (1.980)
720 / 5005	Time: 0.652 (1.978)
721 / 5005	Time: 2.105 (1.978)
722 / 5005	Time: 0.753 (1.976)
723 / 5005	Time: 1.755 (1.976)
724 / 5005	Time: 0.651 (1.974)
725 / 5005	Time: 1.755 (1.974)
726 / 5005	Time: 0.851 (1.972)
727 / 5005	Time: 1.604 (1.972)
728 / 5005	Time: 1.003 (1.970)
729 / 5005	Time: 1.705 (1.970)
730 / 5005	Time: 0.853 (1.968)
731 / 5005	Time: 1.805 (1.968)
732 / 5005	Time: 0.752 (1.967)
733 / 5005	Time: 1.707 (1.966)
734 / 5005	Time: 1.455 (1.966)
735 / 5005	Time: 1.503 (1.965)
736 / 5005	Time: 1.805 (1.965)
737 / 5005	Time: 0.652 (1.963)
738 / 5005	Time: 1.860 (1.963)
739 / 5005	Time: 0.551 (1.961)
740 / 5005	Time: 1.704 (1.961)
741 / 5005	Time: 0.853 (1.959)
742 / 5005	Time: 2.056 (1.959)
743 / 5005	Time: 0.503 (1.957)
744 / 5005	Time: 1.554 (1.957)
745 / 5005	Time: 0.502 (1.955)
746 / 5005	Time: 1.454 (1.954)
747 / 5005	Time: 0.602 (1.952)
748 / 5005	Time: 1.404 (1.951)
749 / 5005	Time: 0.604 (1.950)
750 / 5005	Time: 1.558 (1.949)
751 / 5005	Time: 0.402 (1.947)
752 / 5005	Time: 1.404 (1.946)
753 / 5005	Time: 0.752 (1.945)
754 / 5005	Time: 1.304 (1.944)
755 / 5005	Time: 0.753 (1.942)
756 / 5005	Time: 0.954 (1.941)
757 / 5005	Time: 0.802 (1.940)
758 / 5005	Time: 1.454 (1.939)
759 / 5005	Time: 1.154 (1.938)
760 / 5005	Time: 1.453 (1.937)
761 / 5005	Time: 0.955 (1.936)
